draw,key,area,balanced_accuracy,accuracy,n_audit,stat,audit_estimate,full_estimate,unsafe_full,flag_audit,flag_ba
9,economic|mistralai/Mistral-7B-Instruct-v0.3|b,economic,0.6917,0.7889,450,delta_pp:1,4.298,5.5371,True,True,True
9,economic|Qwen/Qwen2.5-7B-Instruct|c,economic,0.7273,0.6511,450,delta_pp:1,5.7797,1.7575,False,True,True
9,economic|ibm-granite/granite-3.3-8b-instruct|c,economic,0.7484,0.7267,450,delta_pp:1,1.2986,2.1823,False,False,True
9,economic|microsoft/Phi-3.5-mini-instruct|c,economic,0.7083,0.7378,450,delta_pp:1,2.4033,2.9806,False,False,True
9,economic|mistralai/Mistral-7B-Instruct-v0.3|c,economic,0.7118,0.72,450,delta_pp:1,5.0318,5.1812,True,True,True
10,economic|Qwen/Qwen2.5-7B-Instruct|a,economic,0.6997,0.6333,450,delta_pp:1,-0.6004,2.9395,False,False,True
10,economic|ibm-granite/granite-3.3-8b-instruct|a,economic,0.778,0.76,450,delta_pp:1,5.6159,2.3605,False,True,True
10,economic|microsoft/Phi-3.5-mini-instruct|a,economic,0.7495,0.7311,450,delta_pp:1,0.7287,3.6188,True,False,True
10,economic|mistralai/Mistral-7B-Instruct-v0.3|a,economic,0.7534,0.7622,450,delta_pp:1,6.5681,4.9661,True,True,True
10,economic|Qwen/Qwen2.5-7B-Instruct|b,economic,0.7944,0.7844,450,delta_pp:1,-3.8018,2.0905,False,True,True
10,economic|ibm-granite/granite-3.3-8b-instruct|b,economic,0.7275,0.7533,450,delta_pp:1,6.2402,4.5829,True,True,True
10,economic|microsoft/Phi-3.5-mini-instruct|b,economic,0.7346,0.7511,450,delta_pp:1,5.5047,4.3086,True,True,True
10,economic|mistralai/Mistral-7B-Instruct-v0.3|b,economic,0.721,0.7822,450,delta_pp:1,6.9777,5.5371,True,True,True
10,economic|Qwen/Qwen2.5-7B-Instruct|c,economic,0.7061,0.6467,450,delta_pp:1,3.2789,1.7575,False,True,True
10,economic|ibm-granite/granite-3.3-8b-instruct|c,economic,0.7316,0.7022,450,delta_pp:1,-2.3347,2.1823,False,False,True
10,economic|microsoft/Phi-3.5-mini-instruct|c,economic,0.728,0.7422,450,delta_pp:1,-3.6111,2.9806,False,True,True
10,economic|mistralai/Mistral-7B-Instruct-v0.3|c,economic,0.7232,0.7333,450,delta_pp:1,2.3752,5.1812,True,False,True
11,economic|Qwen/Qwen2.5-7B-Instruct|a,economic,0.7158,0.6467,450,delta_pp:1,6.6154,2.9395,False,True,True
11,economic|ibm-granite/granite-3.3-8b-instruct|a,economic,0.7721,0.7622,450,delta_pp:1,0.8263,2.3605,False,False,True
11,economic|microsoft/Phi-3.5-mini-instruct|a,economic,0.7321,0.7178,450,delta_pp:1,-0.7721,3.6188,True,False,True
11,economic|mistralai/Mistral-7B-Instruct-v0.3|a,economic,0.7859,0.7956,450,delta_pp:1,3.9921,4.9661,True,True,True
11,economic|Qwen/Qwen2.5-7B-Instruct|b,economic,0.7953,0.7911,450,delta_pp:1,3.2477,2.0905,False,True,True
11,economic|ibm-granite/granite-3.3-8b-instruct|b,economic,0.7102,0.7444,450,delta_pp:1,-1.2498,4.5829,True,False,True
11,economic|microsoft/Phi-3.5-mini-instruct|b,economic,0.7058,0.7311,450,delta_pp:1,0.7711,4.3086,True,False,True
11,economic|mistralai/Mistral-7B-Instruct-v0.3|b,economic,0.6984,0.78,450,delta_pp:1,2.7909,5.5371,True,False,True
11,economic|Qwen/Qwen2.5-7B-Instruct|c,economic,0.7417,0.6867,450,delta_pp:1,4.3987,1.7575,False,True,True
11,economic|ibm-granite/granite-3.3-8b-instruct|c,economic,0.7188,0.7022,450,delta_pp:1,-6.5777,2.1823,False,True,True
11,economic|microsoft/Phi-3.5-mini-instruct|c,economic,0.7197,0.7378,450,delta_pp:1,-0.6703,2.9806,False,False,True
11,economic|mistralai/Mistral-7B-Instruct-v0.3|c,economic,0.7128,0.7333,450,delta_pp:1,5.9726,5.1812,True,True,True
12,economic|Qwen/Qwen2.5-7B-Instruct|a,economic,0.7206,0.6556,450,delta_pp:1,2.3188,2.9395,False,False,True
12,economic|ibm-granite/granite-3.3-8b-instruct|a,economic,0.7808,0.76,450,delta_pp:1,-3.5757,2.3605,False,True,True
12,economic|microsoft/Phi-3.5-mini-instruct|a,economic,0.7315,0.7244,450,delta_pp:1,4.1886,3.6188,True,True,True
12,economic|mistralai/Mistral-7B-Instruct-v0.3|a,economic,0.772,0.7911,450,delta_pp:1,-0.2093,4.9661,True,False,True
12,economic|Qwen/Qwen2.5-7B-Instruct|b,economic,0.8085,0.7956,450,delta_pp:1,0.088,2.0905,False,False,False
12,economic|ibm-granite/granite-3.3-8b-instruct|b,economic,0.7447,0.7778,450,delta_pp:1,-1.2283,4.5829,True,False,True
12,economic|microsoft/Phi-3.5-mini-instruct|b,economic,0.6823,0.7133,450,delta_pp:1,-6.5075,4.3086,True,True,True
12,economic|mistralai/Mistral-7B-Instruct-v0.3|b,economic,0.697,0.7822,450,delta_pp:1,-0.0914,5.5371,True,False,True
12,economic|Qwen/Qwen2.5-7B-Instruct|c,economic,0.7147,0.6556,450,delta_pp:1,3.0601,1.7575,False,True,True
12,economic|ibm-granite/granite-3.3-8b-instruct|c,economic,0.6954,0.6667,450,delta_pp:1,-3.9827,2.1823,False,True,True
12,economic|microsoft/Phi-3.5-mini-instruct|c,economic,0.7143,0.7467,450,delta_pp:1,-1.5698,2.9806,False,False,True
12,economic|mistralai/Mistral-7B-Instruct-v0.3|c,economic,0.7024,0.7222,450,delta_pp:1,3.1533,5.1812,True,True,True
13,economic|Qwen/Qwen2.5-7B-Instruct|a,economic,0.7391,0.6644,450,delta_pp:1,2.7512,2.9395,False,False,True
13,economic|ibm-granite/granite-3.3-8b-instruct|a,economic,0.7912,0.7711,450,delta_pp:1,9.5926,2.3605,False,True,True
13,economic|microsoft/Phi-3.5-mini-instruct|a,economic,0.7322,0.7111,450,delta_pp:1,6.7692,3.6188,True,True,True
13,economic|mistralai/Mistral-7B-Instruct-v0.3|a,economic,0.7165,0.7356,450,delta_pp:1,11.4664,4.9661,True,True,True
13,economic|Qwen/Qwen2.5-7B-Instruct|b,economic,0.7998,0.7778,450,delta_pp:1,8.8602,2.0905,False,True,True
13,economic|ibm-granite/granite-3.3-8b-instruct|b,economic,0.748,0.7733,450,delta_pp:1,0.696,4.5829,True,False,True
13,economic|microsoft/Phi-3.5-mini-instruct|b,economic,0.6969,0.7267,450,delta_pp:1,7.6691,4.3086,True,True,True
13,economic|mistralai/Mistral-7B-Instruct-v0.3|b,economic,0.704,0.7822,450,delta_pp:1,1.6872,5.5371,True,False,True
13,economic|Qwen/Qwen2.5-7B-Instruct|c,economic,0.7326,0.6733,450,delta_pp:1,8.7275,1.7575,False,True,True
13,economic|ibm-granite/granite-3.3-8b-instruct|c,economic,0.7234,0.7067,450,delta_pp:1,6.816,2.1823,False,True,True
13,economic|microsoft/Phi-3.5-mini-instruct|c,economic,0.7042,0.7289,450,delta_pp:1,7.6227,2.9806,False,True,True
13,economic|mistralai/Mistral-7B-Instruct-v0.3|c,economic,0.6891,0.6956,450,delta_pp:1,6.4244,5.1812,True,True,True
14,economic|Qwen/Qwen2.5-7B-Instruct|a,economic,0.7136,0.64,450,delta_pp:1,1.2555,2.9395,False,False,True
14,economic|ibm-granite/granite-3.3-8b-instruct|a,economic,0.7668,0.76,450,delta_pp:1,1.5652,2.3605,False,False,True
14,economic|microsoft/Phi-3.5-mini-instruct|a,economic,0.735,0.7244,450,delta_pp:1,3.7338,3.6188,True,True,True
14,economic|mistralai/Mistral-7B-Instruct-v0.3|a,economic,0.7196,0.7511,450,delta_pp:1,8.4288,4.9661,True,True,True
14,economic|Qwen/Qwen2.5-7B-Instruct|b,economic,0.7754,0.76,450,delta_pp:1,5.4669,2.0905,False,True,True
14,economic|ibm-granite/granite-3.3-8b-instruct|b,economic,0.7297,0.7622,450,delta_pp:1,3.1091,4.5829,True,True,True
14,economic|microsoft/Phi-3.5-mini-instruct|b,economic,0.7086,0.7356,450,delta_pp:1,2.5921,4.3086,True,False,True
14,economic|mistralai/Mistral-7B-Instruct-v0.3|b,economic,0.6727,0.7667,450,delta_pp:1,4.7681,5.5371,True,True,True
14,economic|Qwen/Qwen2.5-7B-Instruct|c,economic,0.7172,0.6511,450,delta_pp:1,0.5728,1.7575,False,False,True
14,economic|ibm-granite/granite-3.3-8b-instruct|c,economic,0.7054,0.6889,450,delta_pp:1,3.9187,2.1823,False,True,True
14,economic|microsoft/Phi-3.5-mini-instruct|c,economic,0.6783,0.7111,450,delta_pp:1,6.0776,2.9806,False,True,True
14,economic|mistralai/Mistral-7B-Instruct-v0.3|c,economic,0.6821,0.7044,450,delta_pp:1,7.3673,5.1812,True,True,True
15,economic|Qwen/Qwen2.5-7B-Instruct|a,economic,0.7351,0.66,450,delta_pp:1,10.8378,2.9395,False,True,True
15,economic|ibm-granite/granite-3.3-8b-instruct|a,economic,0.7896,0.7644,450,delta_pp:1,14.1949,2.3605,False,True,True
15,economic|microsoft/Phi-3.5-mini-instruct|a,economic,0.7575,0.7311,450,delta_pp:1,8.2288,3.6188,True,True,True
15,economic|mistralai/Mistral-7B-Instruct-v0.3|a,economic,0.7821,0.7911,450,delta_pp:1,10.2156,4.9661,True,True,True
15,economic|Qwen/Qwen2.5-7B-Instruct|b,economic,0.7862,0.7711,450,delta_pp:1,6.2762,2.0905,False,True,True
15,economic|ibm-granite/granite-3.3-8b-instruct|b,economic,0.7527,0.7844,450,delta_pp:1,2.2964,4.5829,True,False,True
15,economic|microsoft/Phi-3.5-mini-instruct|b,economic,0.7296,0.7467,450,delta_pp:1,3.5812,4.3086,True,True,True
15,economic|mistralai/Mistral-7B-Instruct-v0.3|b,economic,0.7484,0.8156,450,delta_pp:1,5.5608,5.5371,True,True,True
15,economic|Qwen/Qwen2.5-7B-Instruct|c,economic,0.725,0.6489,450,delta_pp:1,2.9233,1.7575,False,False,True
15,economic|ibm-granite/granite-3.3-8b-instruct|c,economic,0.7353,0.7089,450,delta_pp:1,4.9117,2.1823,False,True,True
15,economic|microsoft/Phi-3.5-mini-instruct|c,economic,0.7255,0.7467,450,delta_pp:1,7.5332,2.9806,False,True,True
15,economic|mistralai/Mistral-7B-Instruct-v0.3|c,economic,0.7194,0.7267,450,delta_pp:1,10.1343,5.1812,True,True,True
16,economic|Qwen/Qwen2.5-7B-Instruct|a,economic,0.7198,0.6489,450,delta_pp:1,2.08,2.9395,False,False,True
16,economic|ibm-granite/granite-3.3-8b-instruct|a,economic,0.7578,0.7356,450,delta_pp:1,1.6686,2.3605,False,False,True
16,economic|microsoft/Phi-3.5-mini-instruct|a,economic,0.7218,0.7067,450,delta_pp:1,5.3959,3.6188,True,True,True
16,economic|mistralai/Mistral-7B-Instruct-v0.3|a,economic,0.7294,0.7444,450,delta_pp:1,9.3723,4.9661,True,True,True
16,economic|Qwen/Qwen2.5-7B-Instruct|b,economic,0.8354,0.8111,450,delta_pp:1,-1.7688,2.0905,False,False,False
16,economic|ibm-granite/granite-3.3-8b-instruct|b,economic,0.7439,0.7667,450,delta_pp:1,4.2015,4.5829,True,True,True
16,economic|microsoft/Phi-3.5-mini-instruct|b,economic,0.7132,0.74,450,delta_pp:1,4.6718,4.3086,True,True,True
16,economic|mistralai/Mistral-7B-Instruct-v0.3|b,economic,0.6891,0.7622,450,delta_pp:1,7.1511,5.5371,True,True,True
16,economic|Qwen/Qwen2.5-7B-Instruct|c,economic,0.7159,0.6511,450,delta_pp:1,9.9559,1.7575,False,True,True
16,economic|ibm-granite/granite-3.3-8b-instruct|c,economic,0.7245,0.6978,450,delta_pp:1,6.0521,2.1823,False,True,True
16,economic|microsoft/Phi-3.5-mini-instruct|c,economic,0.7075,0.7222,450,delta_pp:1,3.9791,2.9806,False,True,True
16,economic|mistralai/Mistral-7B-Instruct-v0.3|c,economic,0.6942,0.7067,450,delta_pp:1,3.237,5.1812,True,True,True
17,economic|Qwen/Qwen2.5-7B-Instruct|a,economic,0.7158,0.6578,450,delta_pp:1,8.1057,2.9395,False,True,True
17,economic|ibm-granite/granite-3.3-8b-instruct|a,economic,0.7504,0.7356,450,delta_pp:1,8.5664,2.3605,False,True,True
