world,rep,contrast,shifted,primary_call,rule_diverging,rule_equivalent
invariant_lam_low,16,environment:ECO-SD,False,inconclusive,False,False
invariant_lam_low,16,taxspend:SOC-CON,False,equivalent,False,False
invariant_lam_low,16,social:RR-LIB,False,inconclusive,False,False
invariant_lam_low,16,taxspend:EAST-WEST,False,equivalent,False,True
invariant_lam_low,16,social:EAST-WEST,False,inconclusive,False,False
invariant_lam_low,16,immigration:EAST-WEST,False,equivalent,False,True
invariant_lam_low,16,eu:EAST-WEST,False,inconclusive,False,False
invariant_lam_low,16,environment:EAST-WEST,False,equivalent,False,True
invariant_lam_low,16,decentralization:EAST-WEST,False,inconclusive,False,False
invariant_lam_low,17,immigration:RR-CON,False,inconclusive,False,False
invariant_lam_low,17,immigration:RR-CD,False,equivalent,False,False
invariant_lam_low,17,environment:ECO-SD,False,inconclusive,False,False
invariant_lam_low,17,taxspend:SOC-CON,False,inconclusive,False,False
invariant_lam_low,17,social:RR-LIB,False,inconclusive,False,False
invariant_lam_low,17,taxspend:EAST-WEST,False,equivalent,False,True
invariant_lam_low,17,social:EAST-WEST,False,equivalent,False,True
invariant_lam_low,17,immigration:EAST-WEST,False,equivalent,False,True
invariant_lam_low,17,eu:EAST-WEST,False,inconclusive,False,False
invariant_lam_low,17,environment:EAST-WEST,False,equivalent,False,True
invariant_lam_low,17,decentralization:EAST-WEST,False,inconclusive,False,False
invariant_lam_low,18,immigration:RR-CON,False,inconclusive,False,False
invariant_lam_low,18,immigration:RR-CD,False,inconclusive,False,False
invariant_lam_low,18,environment:ECO-SD,False,inconclusive,False,False
invariant_lam_low,18,taxspend:SOC-CON,False,inconclusive,False,False
invariant_lam_low,18,social:RR-LIB,False,equivalent,False,False
invariant_lam_low,18,taxspend:EAST-WEST,False,equivalent,False,True
invariant_lam_low,18,social:EAST-WEST,False,equivalent,False,True
invariant_lam_low,18,immigration:EAST-WEST,False,equivalent,False,True
invariant_lam_low,18,eu:EAST-WEST,False,equivalent,False,False
invariant_lam_low,18,environment:EAST-WEST,False,equivalent,False,True
invariant_lam_low,18,decentralization:EAST-WEST,False,inconclusive,False,False
invariant_lam_low,19,immigration:RR-CON,False,equivalent,False,False
invariant_lam_low,19,immigration:RR-CD,False,inconclusive,False,False
invariant_lam_low,19,environment:ECO-SD,False,inconclusive,False,False
invariant_lam_low,19,taxspend:SOC-CON,False,non-equivalent,False,False
invariant_lam_low,19,social:RR-LIB,False,inconclusive,False,False
invariant_lam_low,19,taxspend:EAST-WEST,False,equivalent,False,True
invariant_lam_low,19,social:EAST-WEST,False,equivalent,False,True
invariant_lam_low,19,immigration:EAST-WEST,False,equivalent,False,False
invariant_lam_low,19,eu:EAST-WEST,False,equivalent,False,True
invariant_lam_low,19,environment:EAST-WEST,False,equivalent,False,True
invariant_lam_low,19,decentralization:EAST-WEST,False,inconclusive,False,False
invariant_lam_low,20,immigration:RR-CON,False,inconclusive,False,False
invariant_lam_low,20,immigration:RR-CD,False,inconclusive,False,False
invariant_lam_low,20,environment:ECO-SD,False,inconclusive,False,False
invariant_lam_low,20,taxspend:SOC-CON,False,inconclusive,False,False
invariant_lam_low,20,social:RR-LIB,False,non-equivalent,False,False
invariant_lam_low,20,taxspend:EAST-WEST,False,equivalent,False,True
invariant_lam_low,20,social:EAST-WEST,False,equivalent,False,True
invariant_lam_low,20,immigration:EAST-WEST,False,inconclusive,False,False
invariant_lam_low,20,eu:EAST-WEST,False,equivalent,False,True
invariant_lam_low,20,environment:EAST-WEST,False,inconclusive,False,False
invariant_lam_low,20,decentralization:EAST-WEST,False,inconclusive,False,False
invariant_lam_low,21,immigration:RR-CON,False,inconclusive,False,False
invariant_lam_low,21,immigration:RR-CD,False,inconclusive,False,False
invariant_lam_low,21,environment:ECO-SD,False,inconclusive,False,False
invariant_lam_low,21,taxspend:SOC-CON,False,inconclusive,False,False
invariant_lam_low,21,social:RR-LIB,False,inconclusive,False,False
invariant_lam_low,21,taxspend:EAST-WEST,False,inconclusive,False,False
invariant_lam_low,21,social:EAST-WEST,False,equivalent,False,True
invariant_lam_low,21,immigration:EAST-WEST,False,equivalent,False,True
invariant_lam_low,21,eu:EAST-WEST,False,equivalent,False,True
invariant_lam_low,21,environment:EAST-WEST,False,equivalent,False,True
invariant_lam_low,21,decentralization:EAST-WEST,False,inconclusive,False,False
invariant_lam_low,22,immigration:RR-CON,False,inconclusive,False,False
invariant_lam_low,22,immigration:RR-CD,False,inconclusive,False,False
invariant_lam_low,22,environment:ECO-SD,False,equivalent,False,False
invariant_lam_low,22,taxspend:SOC-CON,False,inconclusive,False,False
invariant_lam_low,22,social:RR-LIB,False,equivalent,False,False
invariant_lam_low,22,taxspend:EAST-WEST,False,equivalent,False,True
invariant_lam_low,22,social:EAST-WEST,False,equivalent,False,True
invariant_lam_low,22,immigration:EAST-WEST,False,inconclusive,False,False
invariant_lam_low,22,eu:EAST-WEST,False,equivalent,False,True
invariant_lam_low,22,environment:EAST-WEST,False,equivalent,False,True
invariant_lam_low,22,decentralization:EAST-WEST,False,inconclusive,False,False
invariant_lam_low,23,immigration:RR-CON,False,inconclusive,False,False
invariant_lam_low,23,immigration:RR-CD,False,inconclusive,False,False
invariant_lam_low,23,environment:ECO-SD,False,inconclusive,False,False
invariant_lam_low,23,taxspend:SOC-CON,False,inconclusive,False,False
invariant_lam_low,23,social:RR-LIB,False,equivalent,False,False
invariant_lam_low,23,taxspend:EAST-WEST,False,inconclusive,False,False
invariant_lam_low,23,social:EAST-WEST,False,equivalent,False,True
invariant_lam_low,23,immigration:EAST-WEST,False,equivalent,False,False
invariant_lam_low,23,eu:EAST-WEST,False,equivalent,False,True
invariant_lam_low,23,environment:EAST-WEST,False,equivalent,False,True
invariant_lam_low,23,decentralization:EAST-WEST,False,inconclusive,False,False
invariant_lam_low,24,immigration:RR-CON,False,inconclusive,False,False
invariant_lam_low,24,immigration:RR-CD,False,inconclusive,False,False
invariant_lam_low,24,environment:ECO-SD,False,inconclusive,False,False
invariant_lam_low,24,taxspend:SOC-CON,False,inconclusive,False,False
invariant_lam_low,24,social:RR-LIB,False,inconclusive,False,False
invariant_lam_low,24,taxspend:EAST-WEST,False,equivalent,False,True
invariant_lam_low,24,social:EAST-WEST,False,equivalent,False,True
invariant_lam_low,24,immigration:EAST-WEST,False,equivalent,False,True
invariant_lam_low,24,eu:EAST-WEST,False,equivalent,False,True
invariant_lam_low,24,environment:EAST-WEST,False,equivalent,False,True
invariant_lam_low,24,decentralization:EAST-WEST,False,inconclusive,False,False
shift_family,0,immigration:RR-CON,True,non-equivalent,False,False
shift_family,0,immigration:RR-CD,True,inconclusive,False,False
shift_family,0,environment:ECO-SD,True,non-equivalent,True,False
shift_family,0,taxspend:SOC-CON,True,inconclusive,False,False
shift_family,0,social:RR-LIB,True,inconclusive,False,False
shift_family,0,taxspend:EAST-WEST,False,equivalent,False,True
shift_family,0,social:EAST-WEST,False,equivalent,False,True
shift_family,0,immigration:EAST-WEST,False,equivalent,False,True
shift_family,0,eu:EAST-WEST,False,equivalent,False,True
shift_family,0,environment:EAST-WEST,False,inconclusive,False,False
shift_family,0,decentralization:EAST-WEST,False,inconclusive,False,False
shift_family,1,immigration:RR-CON,True,inconclusive,False,False
shift_family,1,immigration:RR-CD,True,inconclusive,False,False
shift_family,1,environment:ECO-SD,True,inconclusive,False,False
shift_family,1,taxspend:SOC-CON,True,inconclusive,False,False
shift_family,1,social:RR-LIB,True,non-equivalent,False,False
shift_family,1,taxspend:EAST-WEST,False,equivalent,False,False
shift_family,1,social:EAST-WEST,False,equivalent,False,True
shift_family,1,immigration:EAST-WEST,False,equivalent,False,True
shift_family,1,eu:EAST-WEST,False,equivalent,False,True
shift_family,1,environment:EAST-WEST,False,inconclusive,False,False
shift_family,1,decentralization:EAST-WEST,False,inconclusive,False,False
shift_family,2,immigration:RR-CON,True,non-equivalent,False,False
shift_family,2,immigration:RR-CD,True,non-equivalent,False,False
shift_family,2,environment:ECO-SD,True,non-equivalent,False,False
shift_family,2,taxspend:SOC-CON,True,non-equivalent,False,False
shift_family,2,social:RR-LIB,True,inconclusive,False,False
shift_family,2,taxspend:EAST-WEST,False,equivalent,False,True
shift_family,2,social:EAST-WEST,False,equivalent,False,True
shift_family,2,immigration:EAST-WEST,False,equivalent,False,True
shift_family,2,eu:EAST-WEST,False,equivalent,False,True
shift_family,2,environment:EAST-WEST,False,inconclusive,False,False
shift_family,2,decentralization:EAST-WEST,False,inconclusive,False,False
shift_family,3,immigration:RR-CON,True,inconclusive,False,False
shift_family,3,immigration:RR-CD,True,inconclusive,False,False
shift_family,3,environment:ECO-SD,True,inconclusive,False,False
shift_family,3,taxspend:SOC-CON,True,inconclusive,False,False
shift_family,3,social:RR-LIB,True,non-equivalent,True,False
shift_family,3,taxspend:EAST-WEST,False,equivalent,False,False
shift_family,3,social:EAST-WEST,False,equivalent,False,True
shift_family,3,immigration:EAST-WEST,False,equivalent,False,True
shift_family,3,eu:EAST-WEST,False,equivalent,False,True
shift_family,3,environment:EAST-WEST,False,equivalent,False,True
shift_family,3,decentralization:EAST-WEST,False,inconclusive,False,False
shift_family,4,immigration:RR-CON,True,inconclusive,False,False
shift_family,4,immigration:RR-CD,True,inconclusive,False,False
shift_family,4,environment:ECO-SD,True,inconclusive,False,False
shift_family,4,taxspend:SOC-CON,True,inconclusive,False,False
shift_family,4,social:RR-LIB,True,inconclusive,False,False
shift_family,4,taxspend:EAST-WEST,False,equivalent,False,True
shift_family,4,social:EAST-WEST,False,equivalent,False,True
shift_family,4,immigration:EAST-WEST,False,equivalent,False,True
shift_family,4,eu:EAST-WEST,False,equivalent,False,True
shift_family,4,environment:EAST-WEST,False,inconclusive,False,False
shift_family,4,decentralization:EAST-WEST,False,inconclusive,False,False
shift_family,5,immigration:RR-CON,True,inconclusive,False,False
shift_family,5,immigration:RR-CD,True,inconclusive,False,False
shift_family,5,environment:ECO-SD,True,inconclusive,False,False
shift_family,5,taxspend:SOC-CON,True,non-equivalent,False,False
shift_family,5,social:RR-LIB,True,non-equivalent,True,False
shift_family,5,taxspend:EAST-WEST,False,equivalent,False,True
shift_family,5,social:EAST-WEST,False,equivalent,False,True
shift_family,5,immigration:EAST-WEST,False,equivalent,False,True
shift_family,5,eu:EAST-WEST,False,equivalent,False,True
shift_family,5,environment:EAST-WEST,False,inconclusive,False,False
shift_family,5,decentralization:EAST-WEST,False,inconclusive,False,False
shift_family,6,immigration:RR-CON,True,non-equivalent,False,False
shift_family,6,immigration:RR-CD,True,non-equivalent,False,False
shift_family,6,environment:ECO-SD,True,inconclusive,False,False
shift_family,6,taxspend:SOC-CON,True,non-equivalent,True,False
shift_family,6,social:RR-LIB,True,non-equivalent,False,False
shift_family,6,taxspend:EAST-WEST,False,equivalent,False,True
shift_family,6,social:EAST-WEST,False,equivalent,False,True
shift_family,6,immigration:EAST-WEST,False,equivalent,False,True
shift_family,6,eu:EAST-WEST,False,equivalent,False,True
shift_family,6,environment:EAST-WEST,False,inconclusive,False,False
shift_family,6,decentralization:EAST-WEST,False,inconclusive,False,False
shift_family,7,immigration:RR-CON,True,non-equivalent,False,False
shift_family,7,immigration:RR-CD,True,inconclusive,False,False
shift_family,7,environment:ECO-SD,True,inconclusive,False,False
shift_family,7,taxspend:SOC-CON,True,inconclusive,False,False
shift_family,7,social:RR-LIB,True,non-equivalent,False,False
shift_family,7,taxspend:EAST-WEST,False,equivalent,False,False
shift_family,7,social:EAST-WEST,False,equivalent,False,True
shift_family,7,immigration:EAST-WEST,False,equivalent,False,True
shift_family,7,eu:EAST-WEST,False,equivalent,False,True
shift_family,7,environment:EAST-WEST,False,equivalent,False,True
shift_family,7,decentralization:EAST-WEST,False,inconclusive,False,False
shift_family,8,immigration:RR-CON,True,inconclusive,False,False
shift_family,8,immigration:RR-CD,True,non-equivalent,False,False
shift_family,8,environment:ECO-SD,True,inconclusive,False,False
shift_family,8,taxspend:SOC-CON,True,inconclusive,False,False
shift_family,8,social:RR-LIB,True,inconclusive,False,False
shift_family,8,taxspend:EAST-WEST,False,inconclusive,False,False
shift_family,8,social:EAST-WEST,False,equivalent,False,True
shift_family,8,immigration:EAST-WEST,False,equivalent,False,True
shift_family,8,eu:EAST-WEST,False,equivalent,False,True
shift_family,8,environment:EAST-WEST,False,inconclusive,False,False
shift_family,8,decentralization:EAST-WEST,False,inconclusive,False,False
shift_family,9,immigration:RR-CON,True,inconclusive,False,False
shift_family,9,immigration:RR-CD,True,inconclusive,False,False
shift_family,9,environment:ECO-SD,True,inconclusive,False,False
shift_family,9,taxspend:SOC-CON,True,inconclusive,False,False
shift_family,9,social:RR-LIB,True,inconclusive,False,False
shift_family,9,taxspend:EAST-WEST,False,equivalent,False,True
shift_family,9,social:EAST-WEST,False,equivalent,False,True
shift_family,9,immigration:EAST-WEST,False,inconclusive,False,False
shift_family,9,eu:EAST-WEST,False,equivalent,False,True
shift_family,9,environment:EAST-WEST,False,inconclusive,False,False
shift_family,9,decentralization:EAST-WEST,False,inconclusive,False,False
shift_family,10,immigration:RR-CON,True,non-equivalent,False,False
shift_family,10,immigration:RR-CD,True,inconclusive,False,False
shift_family,10,environment:ECO-SD,True,non-equivalent,True,False
shift_family,10,taxspend:SOC-CON,True,non-equivalent,True,False
shift_family,10,social:RR-LIB,True,non-equivalent,False,False
shift_family,10,taxspend:EAST-WEST,False,equivalent,False,True
shift_family,10,social:EAST-WEST,False,equivalent,False,True
shift_family,10,immigration:EAST-WEST,False,equivalent,False,True
shift_family,10,eu:EAST-WEST,False,equivalent,False,True
shift_family,10,environment:EAST-WEST,False,inconclusive,False,False
shift_family,10,decentralization:EAST-WEST,False,inconclusive,False,False
shift_family,11,immigration:RR-CON,True,non-equivalent,False,False
shift_family,11,immigration:RR-CD,True,inconclusive,False,False
shift_family,11,environment:ECO-SD,True,non-equivalent,True,False
shift_family,11,taxspend:SOC-CON,True,non-equivalent,True,False
shift_family,11,social:RR-LIB,True,non-equivalent,False,False
shift_family,11,taxspend:EAST-WEST,False,equivalent,False,True
shift_family,11,social:EAST-WEST,False,equivalent,False,True
shift_family,11,immigration:EAST-WEST,False,equivalent,False,True
shift_family,11,eu:EAST-WEST,False,equivalent,False,True
shift_family,11,environment:EAST-WEST,False,inconclusive,False,False
shift_family,11,decentralization:EAST-WEST,False,inconclusive,False,False
shift_family,12,immigration:RR-CON,True,inconclusive,False,False
shift_family,12,immigration:RR-CD,True,non-equivalent,False,False
shift_family,12,environment:ECO-SD,True,inconclusive,False,False
shift_family,12,taxspend:SOC-CON,True,inconclusive,False,False
shift_family,12,social:RR-LIB,True,non-equivalent,False,False
shift_family,12,taxspend:EAST-WEST,False,inconclusive,False,False
shift_family,12,social:EAST-WEST,False,equivalent,False,True
shift_family,12,immigration:EAST-WEST,False,equivalent,False,True
shift_family,12,eu:EAST-WEST,False,equivalent,False,True
shift_family,12,environment:EAST-WEST,False,inconclusive,False,False
shift_family,12,decentralization:EAST-WEST,False,inconclusive,False,False
shift_family,13,immigration:RR-CON,True,inconclusive,False,False
shift_family,13,immigration:RR-CD,True,non-equivalent,True,False
shift_family,13,environment:ECO-SD,True,inconclusive,False,False
shift_family,13,taxspend:SOC-CON,True,non-equivalent,True,False
shift_family,13,social:RR-LIB,True,non-equivalent,False,False
shift_family,13,taxspend:EAST-WEST,False,equivalent,False,True
shift_family,13,social:EAST-WEST,False,equivalent,False,True
shift_family,13,immigration:EAST-WEST,False,equivalent,False,True
shift_family,13,eu:EAST-WEST,False,equivalent,False,True
shift_family,13,environment:EAST-WEST,False,inconclusive,False,False
shift_family,13,decentralization:EAST-WEST,False,inconclusive,False,False
shift_family,14,immigration:RR-CON,True,non-equivalent,False,False
shift_family,14,immigration:RR-CD,True,inconclusive,False,False
shift_family,14,environment:ECO-SD,True,non-equivalent,True,False
shift_family,14,taxspend:SOC-CON,True,non-equivalent,True,False
shift_family,14,social:RR-LIB,True,equivalent,False,True
shift_family,14,taxspend:EAST-WEST,False,equivalent,False,True
shift_family,14,social:EAST-WEST,False,equivalent,False,True
shift_family,14,immigration:EAST-WEST,False,equivalent,False,True
shift_family,14,eu:EAST-WEST,False,inconclusive,False,False
shift_family,14,environment:EAST-WEST,False,inconclusive,False,False
shift_family,14,decentralization:EAST-WEST,False,inconclusive,False,False
shift_family,15,immigration:RR-CON,True,inconclusive,False,False
shift_family,15,immigration:RR-CD,True,inconclusive,False,False
shift_family,15,environment:ECO-SD,True,inconclusive,False,False
shift_family,15,taxspend:SOC-CON,True,inconclusive,False,False
shift_family,15,social:RR-LIB,True,non-equivalent,False,False
shift_family,15,taxspend:EAST-WEST,False,equivalent,False,True
shift_family,15,social:EAST-WEST,False,equivalent,False,True
shift_family,15,immigration:EAST-WEST,False,equivalent,False,True
shift_family,15,eu:EAST-WEST,False,equivalent,False,True
shift_family,15,environment:EAST-WEST,False,inconclusive,False,False
shift_family,15,decentralization:EAST-WEST,False,inconclusive,False,False
shift_family,16,immigration:RR-CON,True,non-equivalent,False,False
shift_family,16,immigration:RR-CD,True,non-equivalent,False,False
shift_family,16,environment:ECO-SD,True,inconclusive,False,False
shift_family,16,taxspend:SOC-CON,True,inconclusive,False,False
shift_family,16,social:RR-LIB,True,non-equivalent,False,False
shift_family,16,taxspend:EAST-WEST,False,equivalent,False,True
shift_family,16,social:EAST-WEST,False,equivalent,False,True
shift_family,16,immigration:EAST-WEST,False,equivalent,False,True
shift_family,16,eu:EAST-WEST,False,inconclusive,False,False
shift_family,16,environment:EAST-WEST,False,inconclusive,False,False
shift_family,16,decentralization:EAST-WEST,False,inconclusive,False,False
shift_family,17,immigration:RR-CON,True,non-equivalent,False,False
shift_family,17,immigration:RR-CD,True,inconclusive,False,False
shift_family,17,environment:ECO-SD,True,inconclusive,False,False
shift_family,17,taxspend:SOC-CON,True,inconclusive,False,False
shift_family,17,social:RR-LIB,True,non-equivalent,True,False
shift_family,17,taxspend:EAST-WEST,False,equivalent,False,True
shift_family,17,social:EAST-WEST,False,equivalent,False,True
shift_family,17,immigration:EAST-WEST,False,equivalent,False,True
shift_family,17,eu:EAST-WEST,False,inconclusive,False,False
shift_family,17,environment:EAST-WEST,False,inconclusive,False,False
shift_family,17,decentralization:EAST-WEST,False,inconclusive,False,False
shift_family,18,immigration:RR-CON,True,non-equivalent,True,False
shift_family,18,immigration:RR-CD,True,non-equivalent,False,False
shift_family,18,environment:ECO-SD,True,inconclusive,False,False
shift_family,18,taxspend:SOC-CON,True,inconclusive,False,False
shift_family,18,social:RR-LIB,True,non-equivalent,False,False
shift_family,18,taxspend:EAST-WEST,False,equivalent,False,True
shift_family,18,social:EAST-WEST,False,equivalent,False,True
shift_family,18,immigration:EAST-WEST,False,equivalent,False,True
shift_family,18,eu:EAST-WEST,False,equivalent,False,False
shift_family,18,environment:EAST-WEST,False,equivalent,False,True
shift_family,18,decentralization:EAST-WEST,False,inconclusive,False,False
shift_family,19,immigration:RR-CON,True,non-equivalent,True,False
shift_family,19,immigration:RR-CD,True,non-equivalent,True,False
shift_family,19,environment:ECO-SD,True,inconclusive,False,False
shift_family,19,taxspend:SOC-CON,True,inconclusive,False,False
shift_family,19,social:RR-LIB,True,non-equivalent,False,False
shift_family,19,taxspend:EAST-WEST,False,equivalent,False,True
shift_family,19,social:EAST-WEST,False,equivalent,False,True
shift_family,19,immigration:EAST-WEST,False,equivalent,False,True
shift_family,19,eu:EAST-WEST,False,equivalent,False,True
shift_family,19,environment:EAST-WEST,False,equivalent,False,True
shift_family,19,decentralization:EAST-WEST,False,inconclusive,False,False
shift_family,20,immigration:RR-CON,True,inconclusive,False,False
shift_family,20,immigration:RR-CD,True,non-equivalent,True,False
shift_family,20,environment:ECO-SD,True,inconclusive,False,False
shift_family,20,taxspend:SOC-CON,True,non-equivalent,False,False
shift_family,20,social:RR-LIB,True,non-equivalent,False,False
shift_family,20,taxspend:EAST-WEST,False,equivalent,False,True
shift_family,20,social:EAST-WEST,False,equivalent,False,True
shift_family,20,immigration:EAST-WEST,False,equivalent,False,True
shift_family,20,eu:EAST-WEST,False,equivalent,False,True
shift_family,20,environment:EAST-WEST,False,inconclusive,False,False
shift_family,20,decentralization:EAST-WEST,False,equivalent,False,True
shift_family,21,immigration:RR-CON,True,non-equivalent,False,False
shift_family,21,immigration:RR-CD,True,non-equivalent,False,False
shift_family,21,environment:ECO-SD,True,inconclusive,False,False
shift_family,21,taxspend:SOC-CON,True,inconclusive,False,False
shift_family,21,social:RR-LIB,True,non-equivalent,True,False
shift_family,21,taxspend:EAST-WEST,False,equivalent,False,True
shift_family,21,social:EAST-WEST,False,equivalent,False,True
shift_family,21,immigration:EAST-WEST,False,equivalent,False,True
shift_family,21,eu:EAST-WEST,False,equivalent,False,True
shift_family,21,environment:EAST-WEST,False,equivalent,False,True
shift_family,21,decentralization:EAST-WEST,False,inconclusive,False,False
shift_family,22,immigration:RR-CON,True,non-equivalent,True,False
shift_family,22,immigration:RR-CD,True,non-equivalent,False,False
shift_family,22,environment:ECO-SD,True,inconclusive,False,False
shift_family,22,taxspend:SOC-CON,True,non-equivalent,False,False
shift_family,22,social:RR-LIB,True,non-equivalent,False,False
shift_family,22,taxspend:EAST-WEST,False,inconclusive,False,False
shift_family,22,social:EAST-WEST,False,equivalent,False,True
shift_family,22,immigration:EAST-WEST,False,equivalent,False,True
shift_family,22,eu:EAST-WEST,False,equivalent,False,True
shift_family,22,environment:EAST-WEST,False,equivalent,False,True
shift_family,22,decentralization:EAST-WEST,False,inconclusive,False,False
shift_family,23,immigration:RR-CON,True,inconclusive,False,False
shift_family,23,immigration:RR-CD,True,inconclusive,False,False
shift_family,23,environment:ECO-SD,True,inconclusive,False,False
shift_family,23,taxspend:SOC-CON,True,inconclusive,False,False
shift_family,23,social:RR-LIB,True,non-equivalent,False,False
shift_family,23,taxspend:EAST-WEST,False,equivalent,False,True
shift_family,23,social:EAST-WEST,False,equivalent,False,True
shift_family,23,immigration:EAST-WEST,False,equivalent,False,False
shift_family,23,eu:EAST-WEST,False,equivalent,False,True
shift_family,23,environment:EAST-WEST,False,inconclusive,False,False
shift_family,23,decentralization:EAST-WEST,False,inconclusive,False,False
shift_family,24,immigration:RR-CON,True,inconclusive,False,False
shift_family,24,immigration:RR-CD,True,inconclusive,False,False
shift_family,24,environment:ECO-SD,True,inconclusive,False,False
shift_family,24,taxspend:SOC-CON,True,inconclusive,False,False
shift_family,24,social:RR-LIB,True,non-equivalent,False,False
shift_family,24,taxspend:EAST-WEST,False,equivalent,False,True
shift_family,24,social:EAST-WEST,False,equivalent,False,True
shift_family,24,immigration:EAST-WEST,False,equivalent,False,True
shift_family,24,eu:EAST-WEST,False,equivalent,False,True
shift_family,24,environment:EAST-WEST,False,inconclusive,False,False
shift_family,24,decentralization:EAST-WEST,False,inconclusive,False,False
shift_east,0,immigration:RR-CON,False,inconclusive,False,False
shift_east,0,immigration:RR-CD,False,inconclusive,False,False
shift_east,0,environment:ECO-SD,False,inconclusive,False,False
shift_east,0,taxspend:SOC-CON,False,inconclusive,False,False
shift_east,0,social:RR-LIB,False,inconclusive,False,False
shift_east,0,taxspend:EAST-WEST,True,non-equivalent,True,False
shift_east,0,social:EAST-WEST,True,non-equivalent,True,False
shift_east,0,immigration:EAST-WEST,True,non-equivalent,True,False
shift_east,0,eu:EAST-WEST,True,non-equivalent,True,False
shift_east,0,environment:EAST-WEST,True,non-equivalent,True,False
shift_east,0,decentralization:EAST-WEST,True,inconclusive,False,False
shift_east,1,immigration:RR-CON,False,inconclusive,False,False
shift_east,1,immigration:RR-CD,False,inconclusive,False,False
shift_east,1,environment:ECO-SD,False,inconclusive,False,False
shift_east,1,taxspend:SOC-CON,False,inconclusive,False,False
shift_east,1,social:RR-LIB,False,equivalent,False,False
shift_east,1,taxspend:EAST-WEST,True,non-equivalent,True,False
shift_east,1,social:EAST-WEST,True,non-equivalent,True,False
shift_east,1,immigration:EAST-WEST,True,non-equivalent,True,False
shift_east,1,eu:EAST-WEST,True,non-equivalent,True,False
shift_east,1,environment:EAST-WEST,True,non-equivalent,True,False
shift_east,1,decentralization:EAST-WEST,True,inconclusive,False,False
shift_east,2,immigration:RR-CON,False,inconclusive,False,False
shift_east,2,immigration:RR-CD,False,inconclusive,False,False
shift_east,2,environment:ECO-SD,False,inconclusive,False,False
shift_east,2,taxspend:SOC-CON,False,non-equivalent,False,False
shift_east,2,social:RR-LIB,False,inconclusive,False,False
shift_east,2,taxspend:EAST-WEST,True,non-equivalent,True,False
shift_east,2,social:EAST-WEST,True,non-equivalent,True,False
shift_east,2,immigration:EAST-WEST,True,non-equivalent,True,False
shift_east,2,eu:EAST-WEST,True,non-equivalent,True,False
shift_east,2,environment:EAST-WEST,True,non-equivalent,True,False
shift_east,2,decentralization:EAST-WEST,True,inconclusive,False,False
shift_east,3,immigration:RR-CON,False,inconclusive,False,False
shift_east,3,immigration:RR-CD,False,inconclusive,False,False
shift_east,3,environment:ECO-SD,False,inconclusive,False,False
shift_east,3,taxspend:SOC-CON,False,inconclusive,False,False
shift_east,3,social:RR-LIB,False,equivalent,False,False
shift_east,3,taxspend:EAST-WEST,True,non-equivalent,True,False
shift_east,3,social:EAST-WEST,True,non-equivalent,True,False
shift_east,3,immigration:EAST-WEST,True,non-equivalent,True,False
shift_east,3,eu:EAST-WEST,True,non-equivalent,True,False
shift_east,3,environment:EAST-WEST,True,non-equivalent,True,False
shift_east,3,decentralization:EAST-WEST,True,inconclusive,False,False
shift_east,4,immigration:RR-CON,False,inconclusive,False,False
shift_east,4,immigration:RR-CD,False,inconclusive,False,False
shift_east,4,environment:ECO-SD,False,inconclusive,False,False
shift_east,4,taxspend:SOC-CON,False,inconclusive,False,False
shift_east,4,social:RR-LIB,False,inconclusive,False,False
shift_east,4,taxspend:EAST-WEST,True,non-equivalent,True,False
shift_east,4,social:EAST-WEST,True,non-equivalent,True,False
shift_east,4,immigration:EAST-WEST,True,non-equivalent,True,False
shift_east,4,eu:EAST-WEST,True,non-equivalent,True,False
shift_east,4,environment:EAST-WEST,True,non-equivalent,True,False
shift_east,4,decentralization:EAST-WEST,True,inconclusive,False,False
shift_east,5,immigration:RR-CON,False,inconclusive,False,False
shift_east,5,immigration:RR-CD,False,inconclusive,False,False
shift_east,5,environment:ECO-SD,False,inconclusive,False,False
shift_east,5,taxspend:SOC-CON,False,non-equivalent,False,False
shift_east,5,social:RR-LIB,False,equivalent,False,False
shift_east,5,taxspend:EAST-WEST,True,non-equivalent,True,False
shift_east,5,social:EAST-WEST,True,non-equivalent,True,False
shift_east,5,immigration:EAST-WEST,True,non-equivalent,True,False
shift_east,5,eu:EAST-WEST,True,non-equivalent,True,False
shift_east,5,environment:EAST-WEST,True,non-equivalent,True,False
shift_east,5,decentralization:EAST-WEST,True,inconclusive,False,False
shift_east,6,immigration:RR-CON,False,inconclusive,False,False
shift_east,6,immigration:RR-CD,False,inconclusive,False,False
shift_east,6,environment:ECO-SD,False,inconclusive,False,False
shift_east,6,taxspend:SOC-CON,False,inconclusive,False,False
shift_east,6,social:RR-LIB,False,inconclusive,False,False
shift_east,6,taxspend:EAST-WEST,True,non-equivalent,True,False
shift_east,6,social:EAST-WEST,True,non-equivalent,True,False
shift_east,6,immigration:EAST-WEST,True,non-equivalent,True,False
shift_east,6,eu:EAST-WEST,True,non-equivalent,True,False
shift_east,6,environment:EAST-WEST,True,non-equivalent,True,False
shift_east,6,decentralization:EAST-WEST,True,non-equivalent,True,False
shift_east,7,immigration:RR-CON,False,inconclusive,False,False
shift_east,7,immigration:RR-CD,False,inconclusive,False,False
shift_east,7,environment:ECO-SD,False,inconclusive,False,False
shift_east,7,taxspend:SOC-CON,False,inconclusive,False,False
shift_east,7,social:RR-LIB,False,equivalent,False,False
